StartDate,EndDate,Q4,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,ConfRfor,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q33_9,Q33_10,ConfRag,MoreInfoPro_1,MoreInfCon_1,Int_100_ave,Att_Ave,SN_Ave,PC_Ave,MacroReasoning_3_items_standardized_Ave,SN_general_Ave,SN_work_Ave,ProReas,ConReas,CounterThePros,CounterTheCons,ProReasFilledw0,ConReasFilledw0,CountertheProsFilledw0,CountertheConsFilledw0,ProFilledw0_minus_conFilledw0,CounterCons_minus_CounterPros
10/27/21 12:38,10/27/21 13:26,always adhere to every CDC Covid-19 recommendation at work,Because I am concerned about catching Covid.,I am concerned about spreading Covid to others.,It is effortless.,It is the right thing to do.,There is no reason NOT to adhere to the recommendations.,I want to be a responsible member of my community., , , , ,4, , , , , , , , , , ,4,3, ,69,5,3.857142857,5,0.747679745,5,3,22, ,0, ,22,0,0,0,22,0
10/27/21 13:58,10/27/21 14:10,always adhere to every CDC Covid-19 recommendation at work,Public health,Personal health, , , , , , , , ,4,Doesn't allow natural immune response,Hard to breathe under masks worn for hours,"Possibility to over sterilize, making a breeding ground for resistant future viruses",Discomfort,Not being able to see facial expressions.,Feeling isolated from others, , , , ,4,0,0,14,2.333333333,1.714285714,1.666666667,-2.956904726,2.666666667,1,2,20,6,0,2,20,6,0,-18,-6
10/27/21 20:22,10/27/21 20:43,always adhere to every CDC Covid-19 recommendation at work,Reduce risk of contracting Covid,Reduce risk of spreading Covid,General hygine,Being a responsible citizen, , , , , , ,4,Practicality,Comfort,Forgetfulness, , , , , , , ,4,29,20,55.66666667,4,4.142857143,4.333333333,0.547650658,3.666666667,4.5,9,6,9,4,9,6,9,4,3,-5
10/27/21 18:49,10/27/21 19:03,always adhere to every CDC Covid-19 recommendation at work,protect myself from covid,protect others from covid,prevent myself from getting the common cold,peer pressure, , , , , , ,4,uncomfortable,flawed thinking,laziness,save time,be a rebel, , , , , ,4,5,44,12.33333333,5,4.571428571,3.666666667,0.547650658,4,5,12,13,2,6,12,13,2,6,-1,4
10/28/21 8:14,10/28/21 8:28,always adhere to every CDC Covid-19 recommendation at work,everyone's safety,achieve herd immunity, , , , , , , , ,3, , , , , , , , , , ,4,11, ,63.66666667,4,4,3.333333333,0.11569405,4,4,6, ,1, ,6,0,1,0,6,-1
10/27/21 18:45,10/27/21 18:54,always adhere to every CDC Covid-19 recommendation at work,To keep other safe,To keep myself safe,It is the right thing to do, , , , , , , , ,none,none, , , , , , , , ,4,0,0,35.33333333,4,3.571428571,4,0.747679745,3,4,12,0,0, ,12,0,0,0,12,0
10/27/21 12:29,10/27/21 12:42,always adhere to every CDC Covid-19 recommendation at work,to avoid catching COVID, , , , , , , , , ,1,masks are uncomfortable,masks dont work,vaccine doesn't prevent infection,vaccine doesn't prevent death,vaccine doesn't prevent spreading infection to others,covid has no symptoms for the majority of people, , , , ,4,0,0,0.333333333,1,1,1,-2.956904726,1,1,0,23,0,0,0,23,0,0,-23,0
10/28/21 5:38,10/28/21 6:09,always adhere to every CDC Covid-19 recommendation at work,I am the oldest person in the building,I do not want to infect others if exposed,We are all respectful of each others' space & distance,"I do not touch objects; doorknobs, etc. so will always wipe those down","Face coverings are the most intelligent, yet small, steps to take", , , , , ,4,We do not wear face coverings at our own cubicle, , , , , , , , , ,2,0,25,65.66666667,5,4.285714286,4,0.747679745,4.666666667,4,16,2,0,2,16,2,0,2,14,2
10/27/21 13:18,10/27/21 13:29,always adhere to every CDC Covid-19 recommendation at work,so that I do not get others sick,so I can reduce my own chances of becoming ill,so that I fit in,so my employer is happy with me, , , , , , ,4,because I feel like the worst of Covid is over,because I am not sick,because I'm not afraid of getting Covid,because I don't want to be told what to do, , , , , , ,4,0,0,69,5,4.857142857,4.666666667,0.747679745,5,4.75,13,14,0,1,13,14,0,1,-1,1
10/28/21 8:35,10/28/21 8:57,always adhere to every CDC Covid-19 recommendation at work,Large amount of people,Cannot take more time off,Need to be on campus to actually do my job,Stop spreading the virus., , , , , , ,4, , , , , , , , , , ,4,0, ,55.66666667,5,5,5,0.747679745,5,5,16, ,1, ,16,0,1,0,16,-1
10/27/21 20:32,10/27/21 20:46,always adhere to every CDC Covid-19 recommendation at work,I refuse to get the shot.,I have yet to catch covid by following the original cdc guidelines.,people carry germs I would do it anyway., , , , , , , ,4,a large amount of our staff has had COVID.,I know the people that I'm less than 6ft away from., , , , , , , , ,3,0,0,62.66666667,4,4.285714286,3.333333333,0.747679745,5,3.75,12,6,0,1,12,6,0,1,6,1
10/27/21 21:40,10/27/21 21:53,always adhere to every CDC Covid-19 recommendation at work,Avoid getting sick,Avoid spreading Covid,Avoid transmitting Covid to others,Protect the vulnerable,Create a healthy environment, , , , , ,4,Can not force co workers to get a vaccine,Mask is bothersome,"Does not seem ""normal""",Interaction with others is distant, , , , , , ,4,10,10,62,4,3.571428571,4,-0.084335037,3.333333333,3.75,17,12, ,6,17,12,0,6,5,6
10/29/21 2:12,10/29/21 2:32,always adhere to every CDC Covid-19 recommendation at work,required,safety,sense of security,keep others safe,keep family safe, , , , , ,4,on a time constraint, , , , , , , , , ,4,89,45,62.33333333,4.666666667,4.714285714,3.333333333,0.547650658,5,4.5,19,1,1, ,19,1,1,0,18,-1
10/27/21 15:35,10/27/21 15:48,always adhere to every CDC Covid-19 recommendation at work,Avoid spreading Covid 19,Avoid contracting Covid 19,"Avoid other illnesses, like cold and flu",Maintain a healthy working environment, , , , , , ,4,Inconvenient,Masks are uncomfortable,Sometimes difficult in crowded office spaces,I've been vaccinated against Covid 19, , , , , , ,2,10,20,62,4,4.142857143,3,0.747679745,4,4.25,13,6, ,8,13,6,0,8,7,8
10/28/21 10:45,10/28/21 10:52,always adhere to every CDC Covid-19 recommendation at work,don't want to get covid again,don't want to give covid to anyone,i follow rules, , , , , , , ,4, , , , , , , , , , , ,0, ,69,5,5,5,0.747679745,5,5,11, , , ,11,0,0,0,11,0
10/27/21 21:41,10/27/21 22:14,always adhere to every CDC Covid-19 recommendation at work,keep myself healthy,keep my family healthy,keep my co-workers healthy,follow work requirements,set an example for others,have consistent habits to get me through Covid, , , , ,4,sometimes forget and accidently touch face,trust vaccinated co-workers when we are alone,"sometimes, people unexpectedly breach 6-foot distance",hard to wash hands as frequently as recommended,sometimes forget to pull up mask,sometimes it's hard to breathe with a mask on, , , , ,2,0,0,55,5,4.714285714,3,0.747679745,5,4.5,16,10,1,12,16,10,1,12,6,11
10/27/21 12:37,10/27/21 13:05,always adhere to every CDC Covid-19 recommendation at work,My health,The health of those around me,Stopping the spread of Covid in the long run,Work rules, , , , , , ,4,Hard to remember when I leave my office,Ths mask makes me light headed,The mask makes me hot,It is hard to distance in our workplace, , , , , , ,4,10,10,65.66666667,4,4.285714286,3,0.547650658,4,4.5,14,7,6,4,14,7,6,4,7,-2
10/27/21 14:19,10/27/21 14:27,always adhere to every CDC Covid-19 recommendation at work,to stay healthy,to keep from infecting my family,to keep from infecting others,for courteous reasons, , , , , , ,4, , , , , , , , , , ,4,10, ,69,5,5,5,0.747679745,5,5,16, , , ,16,0,0,0,16,0
10/27/21 12:24,10/27/21 12:54,always adhere to every CDC Covid-19 recommendation at work,I come into contact with many clients on a daily basis. These clients have contact with various people (vaccinated/unvaccinated/asymptomatic etc.),"Receiving packages from various locations, some areas high in covid cases", , , , , , , , ,4,If working in an office space with limited human contact,Virus cases decreasing so much that it's not a threat and low chance of contracting it, , , , , , , , ,4,9,2,69,1,4.857142857,2.333333333,0.747679745,5,4.75,5,6,3,0,5,6,3,0,-1,-3
10/27/21 12:57,10/27/21 15:24,always adhere to every CDC Covid-19 recommendation at work,reduce the spread of the Covid-19 virus,do not put yourself at risk,do not put others at risk,keep to policy to keep your job, , , , , , ,4,do what you believe in,do not risk your body because of the vaccine unknowns, , , , , , , , ,4,25,65,67.33333333,4.333333333,4.571428571,4.666666667,-0.272597708,4.333333333,4.75,14,4,5,3,14,4,5,3,10,-2
10/27/21 13:13,10/27/21 13:30,always adhere to every CDC Covid-19 recommendation at work,To protect myself and my health,To protect others health,to slow the spread, , , , , , , , ,Inconvience,annoyance with mask,forgettting,some parts of job dont allow, , , , , , ,3,10,8,56.33333333,4,4.428571429,3.333333333,-0.965037107,3.666666667,5,9,10,1,4,9,10,1,4,-1,3
10/28/21 8:00,10/28/21 8:10,always adhere to every CDC Covid-19 recommendation at work,Keep yourself from getting sick,Keep others safe from getting them sick if you are, , , , , , , , ,3,"""Its Fake""","Just a flu, its not that bad",None of those things work, , , , , , , ,1,0,100,68.66666667,5,4.714285714,4.333333333,0.747679745,4.333333333,5,8,0,0,7,8,0,0,7,8,7
11/1/21 9:59,11/1/21 10:58,always adhere to every CDC Covid-19 recommendation at work,For family,For friends, , , , , , , , ,4,Forget mask, , , , , , , , , ,4,0,51,43,4.333333333,3.142857143,4.333333333,-0.084335037,4,2.5,6,2, ,1,6,2,0,1,4,1
10/27/21 16:04,10/27/21 16:10,always adhere to every CDC Covid-19 recommendation at work,Because I don't wish to endanger anyone I work with during the ongoing pandemic, , , , , , , , , ,4, , , , , , , , , , , ,0, ,69,5,5,4,0.747679745,5,5,4, , , ,4,0,0,0,4,0
10/27/21 12:19,10/27/21 12:38,always adhere to every CDC Covid-19 recommendation at work,Safer from getting sick,Safer from getting others sick,Keep the virus from spreading,Gets us closer to ending the pandemic, , , , , , ,4,Masks are uncomfortable,I've already been vaccinated,Not enough time,Not sure it helps, , , , , , ,3,10,90,68.33333333,3.333333333,4.285714286,4,-0.084335037,4,4.5,12,4,4,4,12,4,4,4,8,0
10/27/21 17:49,10/27/21 17:59,always adhere to every CDC Covid-19 recommendation at work,To keep myself safe,To keep others safe,To set a good example, , , , , , , ,4,They are inconvenient, , , , , , , , , ,4,0,0,62,5,4.571428571,4.666666667,0.239528352,4.666666667,4.5,10,2,0,3,10,2,0,3,8,3
10/27/21 13:29,10/27/21 13:54,always adhere to every CDC Covid-19 recommendation at work,protect others,protect myself,encourage safety, , , , , , , ,4,difficult to work quickly,risk may be very low, , , , , , , , ,4,4,54,56.33333333,5,5,3,0.239528352,5,5,11,4,1,7,11,4,1,7,7,6
10/27/21 13:35,10/27/21 14:13,always adhere to every CDC Covid-19 recommendation at work,Personal safety,Safety of coworkers,Show responsibility, , , , , , , ,4,Awkward,Uncomfortable,Time,Unnecessary, , , , , , ,4,0,0,51,4,2.857142857,3,-0.272597708,4,2,8,5,3,9,8,5,3,9,3,6
10/27/21 21:02,10/27/21 21:16,always adhere to every CDC Covid-19 recommendation at work,Maintain other workers healthy,Maintain myself healty,Maintain my students healthy,prevent spreading of covid, , , , , , ,4,I feel lazy sometimes,I don't think I might get infected., , , , , , , , ,3,15,80,66,5,5,3,0.747679745,5,5,15,3,2,3,15,3,2,3,12,1
10/27/21 13:02,10/27/21 13:23,always adhere to every CDC Covid-19 recommendation at work,To keep myself safe,To keep others safe,To keep myself alive,To keep others alive,To be an example for others, , , , , ,4,Medical reasons,Religious reasons, , , , , , , , ,4,1,2,64,5,5,4.666666667,0.359387988,5,5,15,2,0,3,15,2,0,3,13,3
10/27/21 13:33,10/27/21 13:49,always adhere to every CDC Covid-19 recommendation at work,It prevents me from contracting the disease,It protects others from getting the disease,It will help stem the tide of the pandemic,It's only fair that I follow the recommendations if others are also doing so, , , , , , ,4,It can waste time at work,The recommendations aren't effective,It's inconvenient, , , , , , , ,2,40,25,62,4.666666667,4.571428571,3,0.747679745,4,5,13,3,3,8,13,3,3,8,10,5
10/30/21 16:38,10/30/21 16:47,always adhere to every CDC Covid-19 recommendation at work,Safety,Avoid getting sick,Avoid getting others sick,caution,Taking others into consideration, , , , , ,4, , , , , , , , , , , ,0, ,69,5,4.285714286,5,0.747679745,3.666666667,4.75,20, ,0, ,20,0,0,0,20,0
10/28/21 15:55,10/28/21 16:03,always adhere to every CDC Covid-19 recommendation at work,to not get sick,to not get others sick, , , , , , , , ,3,maybe doesn't work, , , , , , , , , ,1,0,51,65.66666667,5,4.571428571,3.333333333,0.747679745,4,5,6,0, ,3,6,0,0,3,6,3
10/30/21 10:40,10/30/21 10:56,always adhere to every CDC Covid-19 recommendation at work,protect those I work with from getting sick,ensures that we can all do our jobs if we're not sick,Protects my family and friends., , , , , , , ,4,we're all vaccinated so it's okay to not do all of them,we can collaborate more in close quarters,you can still potentially get sick either way., , , , , , , ,4,9,31,13.66666667,3.333333333,3.142857143,1.666666667,-0.392457344,3.666666667,2.75,10,8,3,3,10,8,3,3,2,0
10/28/21 4:57,10/28/21 5:09,always adhere to every CDC Covid-19 recommendation at work,so I don't get sick,so I don't infect my loved ones,it's good hygiene,can't fully trust others, , , , , , ,4,"I'm fully vaccinated, as are my loved ones",can't always make it to bathroom,I get hot in masks,glasses fog up when wearing masks,workplace isn't crowded for now, , , , , ,4,0,0,58.66666667,5,5,4,0.439557439,5,5,13,10,1,13,13,10,1,13,3,12
10/27/21 12:22,10/27/21 12:35,always adhere to every CDC Covid-19 recommendation at work,I work in music so we don't want our industry shutting down all over again.,Keeping each other and our clients safe.,Some of my coworkers have babies under 1.,Being good citizens.,"Help stop the spread of the virus so we can go back to ""normal"".", , , , , ,4, , , , , , , , , , ,4,5, ,55.33333333,4.666666667,4.428571429,3.666666667,0.747679745,5,4,14, ,1, ,14,0,1,0,14,-1
11/1/21 0:00,11/1/21 0:18,always adhere to every CDC Covid-19 recommendation at work,keep self healthy,keep others healthy, , , , , , , , ,4,I'm done with 6 feet distances,I work in school so not feasible to be 6 ft away,I need breaks to take that mask off because it stops up my nose and I don't get full breaths in,I need physical contact with people: i.e. hugs,my students need that contact as well, , , , , ,4,0,0,21,3.666666667,3.428571429,1.333333333,-2.32491903,3.333333333,3.5,4,15,3,1,4,15,3,1,-11,-2
10/28/21 14:31,10/28/21 14:48,always adhere to every CDC Covid-19 recommendation at work,To protect family and friends,To protect myself,To protect vulnerable community members,To end the pandemic,To be safe,To not get sick,To do my part, , , ,4,I am fully vaccinated and unlikely to spread infection,All of my friends and family are vaccinated,All of my coworkers are fully vaccinated as far as I know, , , , , , , ,2,33,51,59.33333333,5,5,4.333333333,0.439557439,5,5,27,5,7,10,27,5,7,10,22,3
10/31/21 19:06,10/31/21 19:17,always adhere to every CDC Covid-19 recommendation at work,Keep everyone as safe as possible.,"If I don't and I get sick, I have no one to blame but myself.",Keep my family safe., , , , , , , ,4,It's annoying to follow,No one else is following them., , , , , , , , ,4,0,0,69,5,5,5,0.747679745,5,5,10,0,0,8,10,0,0,8,10,8
10/27/21 12:19,10/27/21 12:35,always adhere to every CDC Covid-19 recommendation at work,To not get Covid,To no spread Covid,So my co-workers feel safe around me,So I look responsible in the eyes of the company that I work for., , , , , , ,4,It creates a false sense of security vs Covid,It creates unnecessary actions that won't really help,It aggravates people who think it's anal., , , , , , , ,3,2,3,13,3.333333333,2,2.333333333,-1.936627273,2,2,10,7,7,5,10,7,7,5,3,-2
10/31/21 23:27,10/31/21 23:43,always adhere to every CDC Covid-19 recommendation at work,the recommendations help not get Covid,the CDC know what they are doing., , , , , , , , ,3,I cannot always maintain 6 feet distance between people,other people are not adhering to the guidelines, , , , , , , , ,3,20,10,58.66666667,3.666666667,4.285714286,3.666666667,-0.272597708,4.333333333,4.25,4,5,3,2,4,5,3,2,-1,-1
10/28/21 16:45,10/28/21 16:58,always adhere to every CDC Covid-19 recommendation at work,eliminate the spread of disease,protections from infections,keeping contacts clean,not being exposed to infections, , , , , , ,4, , , , , , , , , , , ,3, ,69,5,5,5,0.747679745,5,5,16, , , ,16,0,0,0,16,0
10/27/21 12:36,10/27/21 12:45,always adhere to every CDC Covid-19 recommendation at work,For your own health,For the health of your family & others, , , , , , , , ,4,Doesn't stop the virus, , , , , , , , , ,3,0,99,69,5,4.714285714,5,0.747679745,5,4.5,8,1, ,1,8,1,0,1,7,1
10/27/21 13:44,10/27/21 13:58,always adhere to every CDC Covid-19 recommendation at work,To protect loved ones,To protect my community,To protect my self., , , , , , , ,4,I may forget,I may be short of time,I might just be too tired., , , , , , , ,4,0,100,69,5,4.714285714,4,0.747679745,5,4.5,9,8,1,10,9,8,1,10,1,9
10/27/21 12:40,10/27/21 13:01,always adhere to every CDC Covid-19 recommendation at work,to protect myself from getting sick,To protect others from getting sick if I should happen to be,to Create a safe work environment,To maintain a worry free work environment, , , , , , ,4,Might not be able to breathe good with a mask covering nose and mouth if you have a labor intensive job, , , , , , , , , ,4,0,75,68.66666667,4,3.571428571,3,0.747679745,3.333333333,3.75,16,3, , ,16,3,0,0,13,0
10/27/21 17:10,10/27/21 17:20,always adhere to every CDC Covid-19 recommendation at work,To avoid getting ill,To avoid getting coworkers ill,To avoid getting the children I work with ill,To avoid missing work,To avoid losing money by missing work,To set a good example,To influence others to do the same,They are good health practices in general,They are good habits to form,To avoid censure,4,Hands dry out from repeat handwashing,Staying six feet apart can feel isolating, , , , , , , , ,4,10,0,58.66666667,5,5,2.666666667,0.547650658,5,5,28,3,3,4,28,3,3,4,25,1
10/27/21 12:20,10/27/21 12:41,always adhere to every CDC Covid-19 recommendation at work,I am less likely to become ill,I am less likely to make others ill,I am less likely to contract diseases unrelated to COVID,I am more likely to set a good example,I am more likely to make patients feel at ease when interacting with me, , , , , ,4,Some of the reasons may be overcautious and unnecessary,I have less ability for meaningful socialization with coworkers,Patients aren't able to see my face and may be alarmed by masks, , , , , , , ,3,0,50,48.33333333,4.333333333,3.714285714,4,0.239528352,4.333333333,3.25,14,3,0,1,14,3,0,1,11,1
10/28/21 7:55,10/28/21 8:44,always adhere to every CDC Covid-19 recommendation at work,avoid getting covid,feel I am protecting other around me,it is expected/required, , , , , , , ,4,mask gets hot,forget to clean hands,forget about social distancing, , , , , , , ,4,14,19,60,4,4,3.333333333,-0.272597708,4,4,6,4,3,4,6,4,3,4,2,1
10/29/21 17:05,10/29/21 17:25,always adhere to every CDC Covid-19 recommendation at work,not spreading germs,respect for other people,safety,cleanliness,killing out the virus,infection, , , , ,4,by yourself, , , , , , , , , ,4,19,62,24.33333333,3,2.857142857,1.333333333,0.747679745,4,2,24,2,10, ,24,2,10,0,22,-10
10/28/21 12:30,10/28/21 12:59,always adhere to every CDC Covid-19 recommendation at work,company policy,others comfort,"my safety, personal opinions aside",doing the right thing,slowing the spread,helping the vulnerable,practicing what I preach, , , ,4,unnecessary with basic hygeine,dont like being mandated what to do,policies written but not adjusted to science,chipping away at rights,overkill, , , , , ,4,85,70,60.33333333,3.666666667,4.571428571,4,-0.872684969,4,5,15,20,8,5,15,20,8,5,-5,-3
10/27/21 13:19,10/27/21 13:31,always adhere to every CDC Covid-19 recommendation at work,safety,health,stay safe,stay healthy, , , , , , ,3,been vaccinated,masks fall down, , , , , , , , ,3,10,10,60.33333333,4,4.571428571,4.333333333,-0.084335037,4,5,12,5, , ,12,5,0,0,7,0
10/28/21 14:11,10/28/21 14:34,always adhere to every CDC Covid-19 recommendation at work, , , , , , , , , , , , , , , , , , , , , , , , ,53.33333333,4.666666667,4.285714286,4.333333333,0.423816357,4.333333333,4.25, , , , ,0,0,0,0,0,0
10/27/21 12:26,10/27/21 12:46,always adhere to every CDC Covid-19 recommendation at work,To protect myself.,To protect my co-workers.,To make sure I don't bring sickness to my family., , , , , , , ,4, , , , , , , , , , ,4,0, ,67.33333333,5,4.428571429,5,0.747679745,4.666666667,4.25,12, ,0, ,12,0,0,0,12,0
10/27/21 14:38,10/27/21 14:59,always adhere to every CDC Covid-19 recommendation at work,to avoid catching covid19/delta/?myself,to keep my coworkers safe/safer,so I do not infect other people in my household,to protect my elderly Mother,to stop the spread of the virus, , , , , ,4, , , , , , , , , , , ,0, ,69,5,4.142857143,3.333333333,0.747679745,5,3.5,18, , , ,18,0,0,0,18,0
10/27/21 12:36,10/27/21 12:55,always adhere to every CDC Covid-19 recommendation at work,to protect my health,to protect the health of my coworkers,to protect the health of our customers,to avoid disciplinary action from the company for failing to do so, , , , , , ,4,It's just not feasible to always maintain a suitable distance from my coworkers as we negotiate cramped areas,we work directly with the public and can't always maintain the proper distance as it's impractical,during time crunches we can't stop to sanitize as much s we would like as it's impractical and would cause a backup of customers, , , , , , , ,4,0,0,57,5,4.142857143,1,0.051265681,3,5,13,6, ,3,13,6,0,3,7,3
10/27/21 14:50,10/27/21 15:05,always adhere to every CDC Covid-19 recommendation at work,to help prevent the spread of covid., , , , , , , , , ,4,It could slow down your productivity, , , , , , , , , ,4,0,0,50.66666667,4.333333333,4.714285714,2,-0.068593955,5,4.5,4,1, , ,4,1,0,0,3,0
10/27/21 18:01,10/27/21 18:15,always adhere to every CDC Covid-19 recommendation at work,to keep safe,my wife has cancer and is at high risk,it is not inconvenient, , , , , , , ,3,people in power do not follow their own rules re Covid,it is not clear what works and doesn't work,"rules a re always changing, the definiation of fully vaccinated now means three shots", , , , , , , ,2,5,9,44.33333333,4,3.714285714,3.333333333,-0.084335037,3.666666667,3.75,8,7,2,5,8,7,2,5,1,3
10/27/21 12:31,10/27/21 12:42,always adhere to every CDC Covid-19 recommendation at work,Washing hands is good practice,disinfecting surfaces is good because many people practice poor hygiene.  A shocking amount of people do not hand wash after using the restroom.,Being vaccinated is just smart., , , , , , , ,4,The mask mandates are silly.,The social distancing mandates are silly., , , , , , , , ,4,0,0,13.33333333,3.333333333,2.428571429,1,-1.10461249,3,2,12,6,0,0,12,6,0,0,6,0
10/27/21 12:27,10/27/21 12:36,always adhere to every CDC Covid-19 recommendation at work,I don't want to get fired,I don't want to get COVID,I want to demonstrate to others they should follow the rules,I want to make my workplace safe,I don't want to get in trouble, , , , , ,4,Wearing a mask for an 8-hour shift sucks,My ears get tired wearing a mask,It is hard to work with students while having to stay six feet apart from them, , , , , , , ,3,5,51,63.66666667,4,5,3.333333333,0.439557439,5,5,13,5,3,8,13,5,3,8,8,5
10/27/21 12:38,10/27/21 12:47,always adhere to every CDC Covid-19 recommendation at work,To avoid getting sick,Avoid getting my co-workers sick,It's company policy,Do not want to miss work, , , , , , ,4, , , , , , , , , , ,4,0, ,69,5,5,5,0.747679745,5,5,12, , , ,12,0,0,0,12,0
10/27/21 18:39,10/27/21 18:48,always adhere to every CDC Covid-19 recommendation at work,Keep from getting sick,Keep from spreading virus, , , , , , , , ,4,Getting tired of it,Other people not being compliant, , , , , , , , ,4,0,50,67.33333333,5,4.714285714,5,0.747679745,5,4.5,8,0, ,8,8,0,0,8,8,8
10/29/21 18:30,10/29/21 18:41,always adhere to every CDC Covid-19 recommendation at work,Safety of others,Protect myself,Stop panic,Maintain civil order, , , , , , ,3, , , , , , , , , , ,4,14, ,56,4.333333333,4.428571429,4.666666667,0.747679745,4.333333333,4.5,10, ,0, ,10,0,0,0,10,0
10/27/21 12:55,10/27/21 13:05,always adhere to every CDC Covid-19 recommendation at work,keeps me safe,protects coworkers,stops spread of germs, , , , , , , ,4,I am vaccinated, wearing a mask doesn't prevent the spread,social distancing doesn't always work, , , , , , , ,3,2,13,65.66666667,5,5,5,0.747679745,5,5,12,2,0,7,12,2,0,7,10,7
10/27/21 14:25,10/27/21 14:37,always adhere to every CDC Covid-19 recommendation at work,protect others at work,protect others in home life,protect self, , , , , , , ,4,inconvenient,additional work,don't care about others, , , , , , , ,3,0,0,69,5,4.571428571,3.666666667,0.747679745,4,5,8,0,1,2,8,0,1,2,8,1
10/27/21 12:20,10/27/21 12:30,always adhere to every CDC Covid-19 recommendation at work,staying healthy,protect coworkers,avoid injury,protect customers, , , , , , ,3,inconveniant,don't actually work,false sense of security,already had it, , , , , , ,4,2,0,5.666666667,1.666666667,3.428571429,1,-2.956904726,3.333333333,3.5,4,14,2,0,4,14,2,0,-10,-2
10/30/21 13:40,10/30/21 13:52,always adhere to every CDC Covid-19 recommendation at work,Staying Healthy,Keeping others healthy,Following Rules, , , , , , , ,4,Difficult to hear,Hard to work as a team,Inconvenient, , , , , , , ,4,0,0,51,3.333333333,3.285714286,2.666666667,-0.272597708,3,3.5,8,2,4,3,8,2,4,3,6,-1
10/27/21 12:26,10/27/21 14:32,always adhere to every CDC Covid-19 recommendation at work,Decreasing risk of my own Covid exposure.,Decreasing possibility of spreading Covid if I am positive but asymptomatic.,Decrease chances of missing work due to illness.,Decrease chances of passing work-acquired Covid virus to my family members.,Decreased risk of infection from other bacteria/viruses due to more stringent infection control practices., , , , , ,3,Inconvenient,Time-consuming,Slightly difficult to incorporate infection control measures into daily routine., , , , , , , ,2,25,20,62,5,5,3,-0.084335037,5,5,12,3,2,9,12,3,2,9,9,7
10/27/21 18:58,10/27/21 19:32,always adhere to every CDC Covid-19 recommendation at work,Because the recommendations are made by the people that know what they're talking about.,"For my sake (even though I'm vaccinated, I don't want to feel ill and especially not to have the side-effects).",For my family's sake (i.e. to spread it to them).,For society's sake (to spread it to others and perpetuate the pandemic even more).,The recommendations are simple and easy.,To set a good example for others.,"Because if anyone at work get infected, it will shut down the facility for a while.", , , ,4,We are (mostly) only associating with ourselves and so aren't exposed much to outsiders.,Washing hands that frequently dries them out and they crack and bleed.,"Since we're all trapped in the same room with each other for eight hours a day, how effective are any of these measures anyway?",We are very nearly 100% vaccinated in my work center (23 of 24).,"The measures, especially when taken as a whole, are inconvenient.", , , , , ,3,0,0,52,5,4.571428571,4.666666667,0.747679745,5,4.25,23,4,1,19,23,4,1,19,19,18
10/28/21 22:02,10/28/21 22:09,always adhere to every CDC Covid-19 recommendation at work,Protect myself,protect others, , , , , , , , ,4,limit freedom,uncomfortable,no evidence these actually help, , , , , , , ,4,0,10,0.333333333,1,2.142857143,1,0.747679745,3.666666667,1,7,6,7,2,7,6,7,2,1,-5
10/27/21 23:43,10/27/21 23:53,always adhere to every CDC Covid-19 recommendation at work,Protection for myself and others,Protection for my unvaccinated 18 month old,Protection for my pregnant wife,Avoid becoming immunocompromised, , , , , , ,4,Inconvenience,"""Fed up"" with the pandemic",Laziness, , , , , , , ,2,0,0,63,4,4.571428571,2.666666667,0.747679745,4,5,12,0,0,1,12,0,0,1,12,1
10/27/21 12:20,10/27/21 12:27,always adhere to every CDC Covid-19 recommendation at work,my own safety,the safety of others,so that office doesnt get shut down, , , , , , , ,4,the CDC doesnt know whats best, , , , , , , , , ,2,10,3,55,3,3,3,-0.472626795,3,3,9,0,3,0,9,0,3,0,9,-3
10/27/21 12:50,10/27/21 13:02,always adhere to every CDC Covid-19 recommendation at work,Health,Safety,Consideration, , , , , , , ,4,Vaccines,Tedious, , , , , , , , ,3,27,23,55,4,4.428571429,4,-0.084335037,4.333333333,4.5,9,4, ,4,9,4,0,4,5,4
10/29/21 11:01,10/29/21 11:34,always adhere to every CDC Covid-19 recommendation at work,protect my health,keep my coworkers healthy, , , , , , , , ,4, , , , , , , , , , ,3,50, ,69,5,5,4.333333333,0.747679745,5,5,7, , , ,7,0,0,0,7,0
10/29/21 22:26,10/29/21 22:35,always adhere to every CDC Covid-19 recommendation at work,For my own safety,For the safety of others,To keep my job, , , , , , , ,4,It is really easy to not notice when you're doing the smaller actions,Burnout, , , , , , , , ,4,0,0,59,5,4.857142857,4.666666667,0.439557439,4.666666667,5,10,6, ,1,10,6,0,1,4,1
10/29/21 16:42,10/29/21 16:51,always adhere to every CDC Covid-19 recommendation at work,Safety,My life,Others,Integrity, , , , , , ,4, , , , , , , , , , ,4,11, ,69,3.666666667,4.285714286,3.666666667,0.547650658,4,4.5,12, ,0, ,12,0,0,0,12,0
10/27/21 14:26,10/27/21 14:35,always adhere to every CDC Covid-19 recommendation at work,Stay healthy,Keep others healthy,Follow rules, , , , , , , ,4,Vaccines arent safe, , , , , , , , , ,4,93,45,66.66666667,5,4.714285714,4.333333333,-0.904583403,4.333333333,5,10,1,2, ,10,1,2,0,9,-2
